customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.51,0,720,Korean BBQ Mushroom & Bacon Sandwiches
2,2.13,720,1440,Mushroom & Spinach Ramen with Beef
3,7.26,0,720,Pesto Shrimp Salad Lettuce Wraps
4,3.73,0,720,Creamy Chicken Pot Pie
5,7.5,0,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,720,1440,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,0,720,Sweet Potato & Bacon Quesadillas
8,5.22,0,720,BBQ Flatbreads & Chicken Sausage
9,9.79,0,720,Lemon Herb Salmon & Couscous
10,9.69,720,1440,Firehouse Cheeseburgers
11,7.19,0,720,Figgy Balsamic Bavette Steak
12,5.72,0,720,Onion Crunch Organic Chicken
13,8.88,0,720,Shawarma Beef & Turmeric Rice Bowls
14,7.15,0,720,Pear & Walnut-Stuffed Chicken
15,5.29,720,1440,Cheesy Buffalo Chicken Flatbreads
16,5.3,0,720,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8,720,1440,Figgy Balsamic Chicken
18,5.53,720,1440,Sweet Potato & Bacon Quesadillas
19,7.63,720,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,0,720,Sheet Pan Crunchy Organic Chicken
21,7.3,720,1440,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,0,720,Spicy Peruvian Bavette Steak
23,6.43,720,1440,Sweet Potato & Pepper Quesadillas
24,6.46,720,1440,Seared Salmon & Tomato-Dill Relish
25,3.73,720,1440,Szechuan-Glazed Chicken & Jasmine Rice
